container	path_id	type	field_path	value
resources.assets	8589	MonoBehaviour	parts[30].partName	horny
resources.assets	8589	MonoBehaviour	parts[31].partName	neutral
resources.assets	8589	MonoBehaviour	parts[32].partName	annoyed
resources.assets	8589	MonoBehaviour	parts[33].partName	disappointed
resources.assets	8589	MonoBehaviour	parts[34].partName	excited
resources.assets	8589	MonoBehaviour	parts[35].partName	confused
resources.assets	8589	MonoBehaviour	parts[36].partName	inquisitive
resources.assets	8589	MonoBehaviour	parts[37].partName	sarcastic
resources.assets	8589	MonoBehaviour	parts[38].partName	shy
resources.assets	8589	MonoBehaviour	parts[39].partName	horny
resources.assets	8589	MonoBehaviour	parts[40].partName	aeil
resources.assets	8589	MonoBehaviour	parts[41].partName	bmp
resources.assets	8589	MonoBehaviour	parts[42].partName	oquw
resources.assets	8589	MonoBehaviour	parts[43].partName	fv
resources.assets	8589	MonoBehaviour	parts[44].partName	other
resources.assets	8589	MonoBehaviour	parts[45].partName	aeil
resources.assets	8589	MonoBehaviour	parts[46].partName	bmp
resources.assets	8589	MonoBehaviour	parts[47].partName	oquw
resources.assets	8589	MonoBehaviour	parts[48].partName	fv
resources.assets	8589	MonoBehaviour	parts[49].partName	other
resources.assets	8589	MonoBehaviour	parts[50].partName	sexy
resources.assets	8589	MonoBehaviour	parts[51].partName	nipples
resources.assets	8589	MonoBehaviour	parts[52].partName	body
resources.assets	8589	MonoBehaviour	parts[53].partName	sexy
resources.assets	8589	MonoBehaviour	hairstyles[0].hairstyleName	sexy
resources.assets	8589	MonoBehaviour	outfits[0].outfitName	sexy
resources.assets	8590	MonoBehaviour	girlName	Jewn
resources.assets	8590	MonoBehaviour	parts[0].partName	neutral
resources.assets	8590	MonoBehaviour	parts[1].partName	annoyed
resources.assets	8590	MonoBehaviour	parts[2].partName	disappointed
resources.assets	8590	MonoBehaviour	parts[3].partName	excited
resources.assets	8590	MonoBehaviour	parts[4].partName	confused
resources.assets	8590	MonoBehaviour	parts[5].partName	inquisitive
resources.assets	8590	MonoBehaviour	parts[6].partName	sarcastic
resources.assets	8590	MonoBehaviour	parts[7].partName	shy
resources.assets	8590	MonoBehaviour	parts[8].partName	horny
resources.assets	8590	MonoBehaviour	parts[9].partName	sexy
resources.assets	8590	MonoBehaviour	parts[10].partName	neutral
resources.assets	8590	MonoBehaviour	parts[11].partName	annoyed
resources.assets	8590	MonoBehaviour	parts[12].partName	disappointed
resources.assets	8590	MonoBehaviour	parts[13].partName	excited
resources.assets	8590	MonoBehaviour	parts[14].partName	confused
resources.assets	8590	MonoBehaviour	parts[15].partName	inquisitive
resources.assets	8590	MonoBehaviour	parts[16].partName	sarcastic
resources.assets	8590	MonoBehaviour	parts[17].partName	shy
resources.assets	8590	MonoBehaviour	parts[18].partName	horny
resources.assets	8590	MonoBehaviour	parts[19].partName	blink
resources.assets	8590	MonoBehaviour	parts[20].partName	blushlight
resources.assets	8590	MonoBehaviour	parts[21].partName	blushheavy
resources.assets	8590	MonoBehaviour	parts[22].partName	neutral
resources.assets	8590	MonoBehaviour	parts[23].partName	annoyed
resources.assets	8590	MonoBehaviour	parts[24].partName	disappointed
resources.assets	8590	MonoBehaviour	parts[25].partName	excited
resources.assets	8590	MonoBehaviour	parts[26].partName	confused
resources.assets	8590	MonoBehaviour	parts[27].partName	inquisitive
resources.assets	8590	MonoBehaviour	parts[28].partName	sarcastic
resources.assets	8590	MonoBehaviour	parts[29].partName	shy
resources.assets	8590	MonoBehaviour	parts[30].partName	horny
resources.assets	8590	MonoBehaviour	parts[31].partName	neutral
resources.assets	8590	MonoBehaviour	parts[32].partName	annoyed
resources.assets	8590	MonoBehaviour	parts[33].partName	disappointed
resources.assets	8590	MonoBehaviour	parts[34].partName	excited
resources.assets	8590	MonoBehaviour	parts[35].partName	confused
resources.assets	8590	MonoBehaviour	parts[36].partName	inquisitive
resources.assets	8590	MonoBehaviour	parts[37].partName	sarcastic
resources.assets	8590	MonoBehaviour	parts[38].partName	shy
resources.assets	8590	MonoBehaviour	parts[39].partName	horny
resources.assets	8590	MonoBehaviour	parts[40].partName	aeil
resources.assets	8590	MonoBehaviour	parts[41].partName	bmp
resources.assets	8590	MonoBehaviour	parts[42].partName	oquw
resources.assets	8590	MonoBehaviour	parts[43].partName	fv
resources.assets	8590	MonoBehaviour	parts[44].partName	other
resources.assets	8590	MonoBehaviour	parts[45].partName	aeil
resources.assets	8590	MonoBehaviour	parts[46].partName	bmp
resources.assets	8590	MonoBehaviour	parts[47].partName	oquw
resources.assets	8590	MonoBehaviour	parts[48].partName	fv
resources.assets	8590	MonoBehaviour	parts[49].partName	other
resources.assets	8590	MonoBehaviour	parts[50].partName	sexy
resources.assets	8590	MonoBehaviour	parts[51].partName	nipples
resources.assets	8590	MonoBehaviour	parts[52].partName	body
resources.assets	8590	MonoBehaviour	parts[53].partName	sexy
resources.assets	8590	MonoBehaviour	hairstyles[0].hairstyleName	sexy
resources.assets	8590	MonoBehaviour	outfits[0].outfitName	sexy
resources.assets	8591	MonoBehaviour	itemName	Busy Schedule
resources.assets	8591	MonoBehaviour	itemDescription	Lola will shorten the date due to time constraints by taking an additional 1 [[joy]@Move] after every 10 moves.
resources.assets	8592	MonoBehaviour	itemName	Caffeine Junkie
resources.assets	8592	MonoBehaviour	itemDescription	Lola's caffeine addiction will cause her to absorb all [[stamina]@Stamina] matches, unless she's exhausted or upset.
resources.assets	8593	MonoBehaviour	itemName	Miss Independent
resources.assets	8593	MonoBehaviour	itemDescription	Lola will refuse to accept date gifts unless she has at least 30% [[passion]@Passion].
resources.assets	8594	MonoBehaviour	itemName	Depression
resources.assets	8594	MonoBehaviour	itemDescription	A deep depression will cause Jessie to shed 1 [[sentiment]@Sentiment] after every 5 moves.
resources.assets	8595	MonoBehaviour	itemName	Emphysema
resources.assets	8595	MonoBehaviour	itemDescription	There's a 20% chance that Jessie will fail to recover [[stamina]@Stamina] when a move is made on her date.
resources.assets	8596	MonoBehaviour	itemName	Busted Vadge
resources.assets	8596	MonoBehaviour	itemDescription	Jessie won't feel [[sexuality]@Sexuality] matches at all unless they are at least 4-of-a-kind+.
resources.assets	8597	MonoBehaviour	itemName	The Darkness
resources.assets	8597	MonoBehaviour	itemDescription	The effects of [[passion]@Passion] tokens and [[broken]@Broken Heart] tokens are reversed for Lillian.
resources.assets	8598	MonoBehaviour	itemName	Asthma
resources.assets	8598	MonoBehaviour	itemDescription	Moves on Lillian that include multiple matches or a 4-of-a-kind+ match will cause her to lose an additional 1 [[stamina]@Stamina].
resources.assets	8599	MonoBehaviour	itemName	Teen Angst
resources.assets	8599	MonoBehaviour	itemDescription	[[joy]@Joy] matches directed at Lillian will subtract [[joy]@Moves] instead of adding them.
resources.assets	8600	MonoBehaviour	itemName	Aquaphobic
resources.assets	8600	MonoBehaviour	itemDescription	The effects of [[sentiment]@Sentiment] tokens and [[broken]@Broken Heart] tokens are reversed for Zoey.
resources.assets	8601	MonoBehaviour	itemName	Tinnitus
resources.assets	8601	MonoBehaviour	itemDescription	A constant ringing in Zoey's ears will prevent any [[joy]@Joy] tokens from falling while your focus is on her.
resources.assets	8602	MonoBehaviour	itemName	Kinda Crazy
resources.assets	8602	MonoBehaviour	itemDescription	A random row of tokens on the grid will shatter every time a move is made on Zoey.
resources.assets	8603	MonoBehaviour	itemName	Annoying as Fuck
resources.assets	8603	MonoBehaviour	itemDescription	There's a 15% chance that Sarah will leave behind a [[broken]@Broken Heart] token whenever a match is directed at her.
resources.assets	8604	MonoBehaviour	itemName	Attention Whore
resources.assets	8604	MonoBehaviour	itemDescription	There's a 15% chance that Sarah will steal your focus away from her date right before a move is made, unless she's exhausted or upset.
resources.assets	8605	MonoBehaviour	itemName	Smelly Pussy
resources.assets	8605	MonoBehaviour	itemDescription	A fishy aroma emanating from Sarah will reduce the amount of [[passion]@Passion] tokens that fall by 20% for the duration of the date.
resources.assets	8606	MonoBehaviour	itemName	Old Fashioned
resources.assets	8606	MonoBehaviour	itemDescription	For the first 15 moves of the date, [[sexuality]@Sexuality] matches directed at Lailani will cause her to become upset.
resources.assets	8607	MonoBehaviour	itemName	Low Self-Esteem
resources.assets	8607	MonoBehaviour	itemDescription	Affection matches directed at Lailani that include a POWER token won't yield any Affection, unless it's a [[romance]@Romance] match.
resources.assets	8608	MonoBehaviour	itemName	Sheepish
resources.assets	8608	MonoBehaviour	itemDescription	Lailani won't allow any Hygiene or Sex Toy date gifts, unless she's exhausted or upset, because it's too embarrassing.
resources.assets	8609	MonoBehaviour	itemName	Intellectually Challenged
resources.assets	8609	MonoBehaviour	itemDescription	Big moves on Candace won't use extra [[stamina]@Stamina], but will cost an extra [[joy]@Move] for her to figure out.
resources.assets	8610	MonoBehaviour	itemName	Hypersensitive
resources.assets	8610	MonoBehaviour	itemDescription	If Candace becomes upset she'll drain 30% [[passion]@Passion] from both herself and her date.
resources.assets	8611	MonoBehaviour	itemName	Forgetful
resources.assets	8611	MonoBehaviour	itemDescription	There's a 5% chance per move that Candace will forget about a date gift that either she or her date have received, removing its passive effects.
resources.assets	8612	MonoBehaviour	itemName	Emotionally Guarded
resources.assets	8612	MonoBehaviour	itemDescription	Doubles the amount of [[broken]@Broken Heart] tokens that fall, but Nora will be immune to [[broken]@Broken Heart] matches.
resources.assets	8613	MonoBehaviour	itemName	Abandonment Issues
resources.assets	8613	MonoBehaviour	itemDescription	Any time your focus is turned away from Nora, she'll drain 5% of the current earned Affection for the date.
resources.assets	8614	MonoBehaviour	itemName	Vindictive
resources.assets	8614	MonoBehaviour	itemDescription	If Nora becomes upset she'll throw away one date gift each that she and her date have received, removing their passive effects.
resources.assets	8615	MonoBehaviour	itemName	Gold Digger
resources.assets	8615	MonoBehaviour	itemDescription	Brooke will take 1 [[joy]@Move] for herself any time her date receives a date gift, unless she's exhausted or upset.
resources.assets	8616	MonoBehaviour	itemName	Unsentimental
resources.assets	8616	MonoBehaviour	itemDescription	Brooke's unsentimentality will reduce the amount of [[sentiment]@Sentiment] tokens that fall by 20% for the duration of the date.
resources.assets	8617	MonoBehaviour	itemName	Expensive Tastes
resources.assets	8617	MonoBehaviour	itemDescription	Brooke won't allow any Plushie or Souvenir date gifts, unless she's exhausted or upset, because she views them as cheap.
resources.assets	8618	MonoBehaviour	itemName	Commitment Issues
resources.assets	8618	MonoBehaviour	itemDescription	If you stay focused on Ashley for 4 consecutive moves, she'll become uncomfortable and matches directed at her will be negative.
resources.assets	8619	MonoBehaviour	itemName	Easily Bored
resources.assets	8619	MonoBehaviour	itemDescription	Two consecutive moves that include the same type of match will cost an extra [[joy]@Move]. Moves with multiple matches excluded.
resources.assets	8620	MonoBehaviour	itemName	Allergies
resources.assets	8620	MonoBehaviour	itemDescription	Ashley won't allow any Flower or Candle date gifts, unless she's exhausted or upset, because of her allergies.
resources.assets	8621	MonoBehaviour	itemName	Self-Effacing
resources.assets	8621	MonoBehaviour	itemDescription	Abia will refuse to accept date gifts unless her date has already received one before her.
resources.assets	8622	MonoBehaviour	itemName	One Pump Chump
resources.assets	8622	MonoBehaviour	itemDescription	A 4-of-a-kind+ match directed at Abia will cause her to squirt out half of her [[sentiment]@Sentiment]. [[sentiment]@Sentiment] matches excluded.
resources.assets	8623	MonoBehaviour	itemName	Sex Addict
resources.assets	8623	MonoBehaviour	itemDescription	Abia will absorb all [[sexuality]@Sexuality] matches and she'll consume a random [[sexuality]@Sexuality] token every time a move is made on her.
resources.assets	8624	MonoBehaviour	itemName	Jealousy
resources.assets	8624	MonoBehaviour	itemDescription	Polly will drain 5% of the total Affection Goal for the date any time her date receives a date gift, unless she's exhausted or upset.
resources.assets	8625	MonoBehaviour	itemName	Drama Queen
resources.assets	8625	MonoBehaviour	itemDescription	If Polly becomes upset she'll drain 4 [[sentiment]@Sentiment] from both herself and her date.
resources.assets	8626	MonoBehaviour	itemName	Brand Loyalist
resources.assets	8626	MonoBehaviour	itemDescription	Polly won't allow any Jewelry or Cosmetic date gifts, unless she's exhausted or upset, because she doesn't like off-brand products.
resources.assets	8627	MonoBehaviour	itemName	Ocean Breeze
resources.assets	8627	MonoBehaviour	itemDescription	Increases the amount of [[talent]@Talent] tokens that fall by 50% for the remainder of the date.
resources.assets	8628	MonoBehaviour	itemName	Pine Forest
resources.assets	8628	MonoBehaviour	itemDescription	Increases the amount of [[flirtation]@Flirtation] tokens that fall by 50% for the remainder of the date.
resources.assets	8629	MonoBehaviour	itemName	Pumpkin Spice
resources.assets	8629	MonoBehaviour	itemDescription	Increases the amount of [[romance]@Romance] tokens that fall by 50% for the remainder of the date.
resources.assets	8630	MonoBehaviour	itemName	Cinnamon Cider
resources.assets	8630	MonoBehaviour	itemDescription	Increases the amount of [[sexuality]@Sexuality] tokens that fall by 50% for the remainder of the date.
resources.assets	8631	MonoBehaviour	itemName	Tropical Sunset
resources.assets	8631	MonoBehaviour	itemDescription	Increases the amount of [[passion]@Passion] tokens that fall by 50% for the remainder of the date.
resources.assets	8632	MonoBehaviour	itemName	Midnight Moonlight
resources.assets	8632	MonoBehaviour	itemDescription	Decreases the amount of [[broken]@Broken Heart] tokens that fall by 25% for the remainder of the date.
resources.assets	8633	MonoBehaviour	itemName	Sweet Honeycomb
resources.assets	8633	MonoBehaviour	itemDescription	Increases the amount of [[joy]@Joy] tokens that fall by 25% for the remainder of the date.
resources.assets	8634	MonoBehaviour	itemName	Spring Rain
resources.assets	8634	MonoBehaviour	itemDescription	Increases the amount of [[sentiment]@Sentiment] tokens that fall by 25% for the remainder of the date.
resources.assets	8635	MonoBehaviour	itemName	Cotton Pillows
resources.assets	8635	MonoBehaviour	itemDescription	Increases the amount of [[stamina]@Stamina] tokens that fall by 25% for the remainder of the date.
resources.assets	8636	MonoBehaviour	itemName	Exfoliating Scrub
resources.assets	8636	MonoBehaviour	itemDescription	Moves on the recipient will drain 3 [[sentiment]@Sentiment] from her instead of costing a [[joy]@Move], as long as she has at least 3 [[sentiment]@Sentiment] to drain.
resources.assets	8637	MonoBehaviour	itemName	Eyelash Kit
resources.assets	8637	MonoBehaviour	itemDescription	+3 [[sentiment]@Sentiment] to the recipient for every move on her that includes a 4-of-a-kind+ match.
resources.assets	8638	MonoBehaviour	itemName	Powder Brush
resources.assets	8638	MonoBehaviour	itemDescription	+2 [[stamina]@Stamina] to the recipient for every move on her that includes a 4-of-a-kind+ match.
resources.assets	8639	MonoBehaviour	itemName	Makeup Palette
resources.assets	8639	MonoBehaviour	itemDescription	+1 [[joy]@Move] for every move on the recipient that includes a 4-of-a-kind+ match.
resources.assets	8640	MonoBehaviour	itemName	Lipstick
resources.assets	8640	MonoBehaviour	itemDescription	+15% [[passion]@Passion] to the recipient for every move on her that includes a 4-of-a-kind+ match.
resources.assets	8641	MonoBehaviour	itemName	Moisturizer
resources.assets	8641	MonoBehaviour	itemDescription	Moves on the recipient will use her [[sentiment]@Sentiment] instead of her [[stamina]@Stamina], as long as she has [[sentiment]@Sentiment] to use.
resources.assets	8642	MonoBehaviour	itemName	Hair Brush
resources.assets	8642	MonoBehaviour	itemDescription	Increases the chance that a POWER token will be generated by boosting the style level for the remainder of the date.
resources.assets	8643	MonoBehaviour	itemName	Blow Dryer
resources.assets	8643	MonoBehaviour	itemDescription	Makes POWER tokens even more powerful by increasing the POWER token Affection multiplier for the remainder of the date.
resources.assets	8644	MonoBehaviour	itemName	Blue Orchid
resources.assets	8644	MonoBehaviour	itemDescription	Consumes all [[talent]@Talent] tokens on the grid.
resources.assets	8645	MonoBehaviour	itemName	Green Clover
resources.assets	8645	MonoBehaviour	itemDescription	Consumes all [[flirtation]@Flirtation] tokens on the grid.
resources.assets	8646	MonoBehaviour	itemName	Orange Daisy
resources.assets	8646	MonoBehaviour	itemDescription	Consumes all [[romance]@Romance] tokens on the grid.
resources.assets	8647	MonoBehaviour	itemName	Red Rose
resources.assets	8647	MonoBehaviour	itemDescription	Consumes all [[sexuality]@Sexuality] tokens on the grid.
resources.assets	8648	MonoBehaviour	itemName	Pink Cosmos
resources.assets	8648	MonoBehaviour	itemDescription	Consumes all [[passion]@Passion] tokens on the grid.
resources.assets	8649	MonoBehaviour	itemName	Violet Pansy
resources.assets	8649	MonoBehaviour	itemDescription	Consumes all [[broken]@Broken Heart] tokens on the grid.
resources.assets	8650	MonoBehaviour	itemName	Yellow Narcissus
resources.assets	8650	MonoBehaviour	itemDescription	Consumes all [[joy]@Joy] tokens on the grid, earning +1 [[joy]@Move] for every token consumed after the first 2.
resources.assets	8651	MonoBehaviour	itemName	Turquoise Tulip
resources.assets	8651	MonoBehaviour	itemDescription	Consumes all [[sentiment]@Sentiment] tokens on the grid.
resources.assets	8652	MonoBehaviour	itemName	White Lily
resources.assets	8652	MonoBehaviour	itemDescription	Consumes as many [[stamina]@Stamina] tokens on the grid as the recipient needs to refill her [[stamina]@Stamina].
resources.assets	8653	MonoBehaviour	itemName	Sanitary Pad
resources.assets	8653	MonoBehaviour	itemDescription	Blocks the recipient's baggage for 8 moves.
resources.assets	8654	MonoBehaviour	itemName	Sanitary Pad
resources.assets	8654	MonoBehaviour	itemDescription	Blocks all of the recipient's baggage for 8 moves.
resources.assets	8655	MonoBehaviour	itemName	Tampon
resources.assets	8655	MonoBehaviour	itemDescription	Blocks the recipient's baggage for 16 moves.
resources.assets	8656	MonoBehaviour	itemName	Tampon
resources.assets	8656	MonoBehaviour	itemDescription	Randomly blocks one of the recipient's baggage for 16 moves.
resources.assets	8657	MonoBehaviour	itemName	Feminine Wash
resources.assets	8657	MonoBehaviour	itemDescription	Blocks the recipient's third baggage for the remainder of the date.
resources.assets	8658	MonoBehaviour	itemName	Feminine Cream
resources.assets	8658	MonoBehaviour	itemDescription	Blocks the recipient's first baggage for the remainder of the date.
resources.assets	8659	MonoBehaviour	itemName	Feminine Wipes
resources.assets	8659	MonoBehaviour	itemDescription	Blocks the recipient's second baggage for the remainder of the date.
resources.assets	8660	MonoBehaviour	itemName	Douche
resources.assets	8660	MonoBehaviour	itemDescription	Blocks the recipient's baggage, but drains 1 [[sentiment]@Sentiment] from her after every 3 moves. Discarded if she runs out of [[sentiment]@Sentiment].
resources.assets	8661	MonoBehaviour	itemName	Douche
resources.assets	8661	MonoBehaviour	itemDescription	Blocks all of the recipient's baggage, but drains 1 [[sentiment]@Sentiment] from her after every other move. Discarded if she runs out of [[sentiment]@Sentiment].
resources.assets	8662	MonoBehaviour	itemName	Sapphire Ring
resources.assets	8662	MonoBehaviour	itemDescription	+1% of the total Affection Goal for every [[talent]@Talent] token on the grid.
resources.assets	8663	MonoBehaviour	itemName	Emerald Bracelet
resources.assets	8663	MonoBehaviour	itemDescription	+1% of the total Affection Goal for every [[flirtation]@Flirtation] token on the grid.
resources.assets	8664	MonoBehaviour	itemName	Citrine Bracelet
resources.assets	8664	MonoBehaviour	itemDescription	+1% of the total Affection Goal for every [[romance]@Romance] token on the grid.
resources.assets	8665	MonoBehaviour	itemName	Ruby Ring
resources.assets	8665	MonoBehaviour	itemDescription	+1% of the total Affection Goal for every [[sexuality]@Sexuality] token on the grid.
resources.assets	8666	MonoBehaviour	itemName	Spinel Necklace
resources.assets	8666	MonoBehaviour	itemDescription	+5% [[passion]@Passion] to the recipient for every [[passion]@Passion] token on the grid.
resources.assets	8667	MonoBehaviour	itemName	Amethyst Necklace
resources.assets	8667	MonoBehaviour	itemDescription	+1 [[joy]@Move] for every 2 [[broken]@Broken Heart] tokens on the grid.
resources.assets	8668	MonoBehaviour	itemName	Topaz Earrings
resources.assets	8668	MonoBehaviour	itemDescription	+1 [[joy]@Move] for every 2 [[joy]@Joy] tokens on the grid.
resources.assets	8669	MonoBehaviour	itemName	Aquamarine Earrings
resources.assets	8669	MonoBehaviour	itemDescription	+5% [[passion]@Passion] to the recipient for every [[sentiment]@Sentiment] token on the grid.
resources.assets	8670	MonoBehaviour	itemName	Diamond Tiara
resources.assets	8670	MonoBehaviour	itemDescription	+1 [[sentiment]@Sentiment] to both girls for every [[stamina]@Stamina] token on the grid.
resources.assets	8671	MonoBehaviour	itemName	Peacock Plush
resources.assets	8671	MonoBehaviour	itemDescription	Converts all [[broken]@Broken Heart] tokens into [[talent]@Talent] tokens.
resources.assets	8672	MonoBehaviour	itemName	Frog Plush
resources.assets	8672	MonoBehaviour	itemDescription	Converts all [[broken]@Broken Heart] tokens into [[flirtation]@Flirtation] tokens.
resources.assets	8673	MonoBehaviour	itemName	Goldfish Plush
resources.assets	8673	MonoBehaviour	itemDescription	Converts all [[broken]@Broken Heart] tokens into [[romance]@Romance] tokens.
resources.assets	8674	MonoBehaviour	itemName	Ladybug Plush
resources.assets	8674	MonoBehaviour	itemDescription	Converts all [[broken]@Broken Heart] tokens into [[sexuality]@Sexuality] tokens.
resources.assets	8675	MonoBehaviour	itemName	Pig Plush
resources.assets	8675	MonoBehaviour	itemDescription	Converts all [[broken]@Broken Heart] tokens into [[passion]@Passion] tokens.
resources.assets	8676	MonoBehaviour	itemName	Octopus Plush
resources.assets	8676	MonoBehaviour	itemDescription	Converts all [[broken]@Broken Heart] tokens into other random tokens.
resources.assets	8677	MonoBehaviour	itemName	Chick Plush
resources.assets	8677	MonoBehaviour	itemDescription	Converts all [[broken]@Broken Heart] tokens into [[joy]@Joy] tokens.
resources.assets	8678	MonoBehaviour	itemName	Elephant Plush
resources.assets	8678	MonoBehaviour	itemDescription	Converts all [[broken]@Broken Heart] tokens into [[sentiment]@Sentiment] tokens.
resources.assets	8679	MonoBehaviour	itemName	Bunny Plush
resources.assets	8679	MonoBehaviour	itemDescription	Converts all [[broken]@Broken Heart] tokens into [[stamina]@Stamina] tokens.
resources.assets	8680	MonoBehaviour	itemName	Fox Plush
resources.assets	8680	MonoBehaviour	itemDescription	Removes all [[broken]@Broken Heart] tokens from the grid.
resources.assets	8681	MonoBehaviour	itemName	Cow Plush
resources.assets	8681	MonoBehaviour	itemDescription	Removes all [[broken]@Broken Heart] tokens from the grid.
resources.assets	8682	MonoBehaviour	itemName	Magic Wand
resources.assets	8682	MonoBehaviour	itemDescription	Doubles the amount of Affection the recipient gets from Affection matches of her MOST favorite type.
resources.assets	8683	MonoBehaviour	itemName	Egg Vibrator
resources.assets	8683	MonoBehaviour	itemDescription	Doubles the amount of [[passion]@Passion] the recipient gets from [[passion]@Passion] matches.
resources.assets	8684	MonoBehaviour	itemName	Butt Plug
resources.assets	8684	MonoBehaviour	itemDescription	Doubles the amount of [[sentiment]@Sentiment] the recipient gets from [[sentiment]@Sentiment] matches.
resources.assets	8685	MonoBehaviour	itemName	Anal Beads
resources.assets	8685	MonoBehaviour	itemDescription	Doubles the amount of Affection the recipient gets from Affection matches of her LEAST favorite type.
resources.assets	8686	MonoBehaviour	itemName	Lube
resources.assets	8686	MonoBehaviour	itemDescription	All date gifts will cost 2 less [[sentiment]@Sentiment] to give for both girls.
resources.assets	8687	MonoBehaviour	itemName	Dirty Dice
resources.assets	8687	MonoBehaviour	itemDescription	Moves on the recipient that include a [[joy]@Joy] match will not use any [[stamina]@Stamina].
resources.assets	8688	MonoBehaviour	itemName	Kamasutra
resources.assets	8688	MonoBehaviour	itemDescription	Moves on the recipient that include a [[stamina]@Stamina] match will not cost a [[joy]@Move].
resources.assets	8689	MonoBehaviour	itemName	Breast Pump
resources.assets	8689	MonoBehaviour	itemDescription	+1 to the [[stamina]@Stamina] recovery rate of both girls when they are exhausted or upset.
resources.assets	8690	MonoBehaviour	itemName	Beach Ball
resources.assets	8690	MonoBehaviour	itemDescription	The recipient will duplicate her [[passion]@Passion] and give that amount to her date.
resources.assets	8691	MonoBehaviour	itemName	Inner Tube
resources.assets	8691	MonoBehaviour	itemDescription	All of her date's current [[passion]@Passion] will be transferred to the recipient.
resources.assets	8692	MonoBehaviour	itemName	Tiki Head Charm
resources.assets	8692	MonoBehaviour	itemDescription	+1 [[joy]@Move] for every 20% of the total Affection Goal that's been reached.
resources.assets	8693	MonoBehaviour	itemName	Surfboard
resources.assets	8693	MonoBehaviour	itemDescription	+3 [[stamina]@Stamina] to both girls, unless the recipient's date is exhausted or upset.
resources.assets	8694	MonoBehaviour	itemName	Snorkel Mask
resources.assets	8694	MonoBehaviour	itemDescription	Completely refills the recipient's [[stamina]@Stamina].
resources.assets	8695	MonoBehaviour	itemName	Flippers
resources.assets	8695	MonoBehaviour	itemDescription	Completely refills the recipient's [[stamina]@Stamina].
resources.assets	8696	MonoBehaviour	itemName	Suntan Lotion
resources.assets	8696	MonoBehaviour	itemDescription	Drains all of the recipient's [[passion]@Passion] and gives her +1 [[sentiment]@Sentiment] for every 5% [[passion]@Passion] drained.
resources.assets	8697	MonoBehaviour	itemName	Beach Towel
resources.assets	8697	MonoBehaviour	itemDescription	Drains all of the recipient's [[sentiment]@Sentiment] and gives her +5% [[passion]@Passion] for every 1 [[sentiment]@Sentiment] drained.
resources.assets	8698	MonoBehaviour	itemName	Tropical Lei
resources.assets	8698	MonoBehaviour	itemDescription	Drains all of the recipient's [[sentiment]@Sentiment] and gives +1% of the total Affection Goal for every 1 [[sentiment]@Sentiment] drained. Maximum of +20%.
resources.assets	8699	MonoBehaviour	itemName	Ceramic Fish
resources.assets	8699	MonoBehaviour	itemDescription	All of her date's current [[sentiment]@Sentiment] will be transferred to the recipient.
resources.assets	8700	MonoBehaviour	itemName	Pinwheel
resources.assets	8700	MonoBehaviour	itemDescription	Drains all of the recipient's [[passion]@Passion] and gives +1% of the total Affection Goal for every 5% [[passion]@Passion] drained.
resources.assets	8701	MonoBehaviour	itemName	Hemp Bracelet
resources.assets	8701	MonoBehaviour	itemDescription	+1 [[joy]@Move] for every 5 [[joy]@Moves] remaining in the date. Maximum of +5 [[joy]@Moves].
resources.assets	8702	MonoBehaviour	itemName	Glass Dolphin
resources.assets	8702	MonoBehaviour	itemDescription	The recipient will duplicate her [[sentiment]@Sentiment] and give that amount to her date.
resources.assets	8703	MonoBehaviour	itemName	Postcard
resources.assets	8703	MonoBehaviour	itemDescription	Instantly cures the recipient's date of exhaustion and ensures that she has at least 4 [[stamina]@Stamina].
resources.assets	8704	MonoBehaviour	itemName	Snow Globe
resources.assets	8704	MonoBehaviour	itemDescription	Instantly cures the recipient's date of upsetness and ensures that she has at least 4 [[stamina]@Stamina].
resources.assets	8705	MonoBehaviour	itemName	Nail Polish
resources.assets	8706	MonoBehaviour	itemName	Foundation
resources.assets	8706	MonoBehaviour	itemDescription	Expands the Powder Brush, Makeup Palette, Eyelash Kit and Lipstick date gifts by also triggering them for every move on the recipient that includes multiple matches.
resources.assets	8707	MonoBehaviour	itemName	Lady Razor
resources.assets	8708	MonoBehaviour	itemName	Fried Chicken
resources.assets	8708	MonoBehaviour	itemDescription	+10% [[passion]@Passion] to the recipient.
resources.assets	8709	MonoBehaviour	itemName	Hot Dog
resources.assets	8709	MonoBehaviour	itemDescription	+15% [[passion]@Passion] to the recipient.
resources.assets	8710	MonoBehaviour	itemName	Hamburger
resources.assets	8710	MonoBehaviour	itemDescription	+20% [[passion]@Passion] to the recipient.
resources.assets	8711	MonoBehaviour	itemName	Corn on the Cob
resources.assets	8711	MonoBehaviour	itemDescription	+25% [[passion]@Passion] to the recipient.
resources.assets	8712	MonoBehaviour	itemName	Candy Necklace
resources.assets	8712	MonoBehaviour	itemDescription	+2 [[stamina]@Stamina] to the recipient.
resources.assets	8713	MonoBehaviour	itemName	Cotton Candy
resources.assets	8713	MonoBehaviour	itemDescription	+2 [[stamina]@Stamina] to the recipient.
resources.assets	8714	MonoBehaviour	itemName	Chocolate Drops
resources.assets	8714	MonoBehaviour	itemDescription	+3 [[stamina]@Stamina] to the recipient.
resources.assets	8715	MonoBehaviour	itemName	Fudge Truffles
resources.assets	8715	MonoBehaviour	itemDescription	+3 [[stamina]@Stamina] to the recipient.
resources.assets	8716	MonoBehaviour	itemName	Cupcake
